<trainsetNo>1</trainsetNo><version>null</version><modversion>null</modversion><file>wordConditionalProbIndexArr</file>
0	0
1	1920
2	3314
3	4327
4	5867
5	6813
6	7731
7	8281
8	9030
9	9760
10	10392
11	10951
12	11318
13	12682
14	14098
15	14369
16	15180
17	16356
18	17226
19	17496
20	17866
21	18713
22	19492
23	19806
24	20142
25	20671
26	21088
27	21276
28	21451
29	22089
30	22645
31	23370
32	23629
33	24217
34	24724
35	25034
36	25325
37	26034
38	26799
39	27187
40	27768
41	28109
42	28605
43	29146
44	29572
45	30175
46	30579
47	30770
48	31025
49	33197
50	33966
51	34457
52	35062
53	35524
54	38509
55	38674
56	39353
57	39547
58	39759
59	39983
60	40298
61	40865
62	41783
63	41966
64	42782
65	44463
66	45224
67	45572
68	46177
69	47042
70	47772
71	47994
72	48315
73	48450
74	48852
75	48948
76	49092
77	50151
78	50343
79	50425
80	50537
81	51506
82	52301
83	52768
84	52946
85	53763
86	55062
87	55662
88	55955
89	56645
90	57142
91	57350
92	57439
93	57927
94	58403
95	58512
96	58640
97	59863
98	60157
99	60350
100	60650
101	61143
102	61518
103	61836
104	62006
105	62371
106	62521
107	65772
108	65934
109	66324
110	66586
111	67126
112	67223
113	68153
114	68774
115	70634
116	70779
117	71341
118	71979
119	74692
120	75214
121	75476
122	75896
123	76324
124	76379
125	76786
126	77024
127	77119
128	77303
129	85019
130	85487
131	85737
132	87262
133	87434
134	87686
135	87824
136	88303
137	89805
138	90058
139	90840
140	90930
141	91272
142	91516
143	91616
144	91790
145	92396
146	93048
147	93431
148	94175
149	95096
150	95657
151	96282
152	96512
153	96748
154	97212
155	97421
156	97561
157	97971
158	98472
159	106233
160	106359
161	106620
162	107079
163	107274
164	107544
165	107753
166	108364
167	108963
168	109296
169	109815
170	110275
171	110814
172	111105
173	111351
174	111743
175	111882
176	112149
177	112713
178	113992
179	115046
180	117896
181	118067
182	118668
183	118883
184	122115
185	122314
186	122531
187	122686
188	122799
189	122958
190	123312
191	123473
192	123890
193	126582
194	127563
195	128099
196	129452
197	130228
198	130800
199	131031
200	131294
201	131464
202	131919
203	132008
204	132229
205	133054
206	133603
207	133732
208	134747
209	135000
210	135778
211	136004
212	136204
213	136953
214	157368
215	158098
216	158433
217	158549
218	158758
219	158845
220	158937
221	159394
222	160891
223	161237
224	162600
225	162878
226	163193
227	163296
228	163385
229	163560
230	163776
231	163910
232	164112
233	164213
234	164310
235	164699
236	164869
237	165249
238	165452
239	165663
240	165904
241	166451
242	167100
243	167699
244	168046
245	168539
246	170048
247	170386
248	171021
249	171176
250	171403
251	171499
252	171640
253	172715
254	173885
255	174540
256	177390
257	179378
258	181692
259	182201
260	183694
261	184287
262	185019
263	185426
264	186131
265	186282
266	187398
267	187467
268	187632
269	188196
270	188560
271	188699
272	188844
273	189770
274	191162
275	191839
276	192486
277	193136
278	193879
279	197287
280	197624
281	197965
282	198546
283	198777
284	198853
285	199277
286	199855
287	200060
288	200219
289	200352
290	200563
291	200738
292	200843
293	201358
294	201741
295	201892
296	202077
297	202166
298	202248
299	202357
300	202438
301	202817
302	202986
303	203022
304	203241
305	206141
306	207254
307	208172
308	208372
309	208512
310	208800
311	209381
312	209492
313	209573
314	209725
315	209776
316	209822
317	209951
318	210096
319	210713
320	210868
321	212598
322	213304
323	213447
324	213581
325	214179
326	215139
327	215324
328	216383
329	216608
330	217247
331	217338
332	217590
333	217850
334	217982
335	218019
336	218245
337	221625
338	222814
339	223275
340	223556
341	224839
342	226475
343	227396
344	228368
345	231991
346	232495
347	233548
348	233801
349	235097
350	236474
351	236624
352	236757
353	237332
354	237914
355	238083
356	238567
357	239037
358	242398
359	242565
360	242983
361	243257
362	243441
363	243704
364	243832
365	244633
366	245799
367	246408
368	246497
369	247175
370	248136
371	248950
372	249059
373	249304
374	250124
375	250700
376	255311
377	255488
378	255765
379	255839
380	255978
381	258091
382	258375
383	258495
384	258576
385	259425
386	263091
387	263443
388	263620
389	263885
390	264181
391	264322
392	264466
393	264594
394	264812
395	264925
396	265005
397	265161
398	265432
399	265503
400	265888
401	266471
402	268598
403	268997
404	269131
405	269513
406	269939
407	270360
408	270500
409	271479
410	271893
411	272118
412	272257
413	272471
414	273278
415	273427
416	273541
417	273688
418	274657
419	274933
420	275040
421	275196
422	275399
423	275522
424	275684
425	276946
426	280558
427	281147
428	281526
429	281669
430	281917
431	282052
432	282153
433	282444
434	288797
435	289725
436	289792
437	290006
438	290318
439	290499
